Id,If you liked,Reccomendation 1,Reccomendation 2,Reccomendation 3,Reccomendation 4,Reccomendation 5
-3671800260859291252,Elasticsearch Parent/Child Relationship for Document Security,Eclipse Foundation Releases Neon,Getting Started with Activity & Fragment Transitions (part 1),What's the Version of my Deployed Application? - DZone DevOps,Graph Capabilities with the Elastic Stack,Designing smart notifications
-3666646454167334466,Benchmarks for the Top Server-Side Swift Frameworks vs. Node.js,10 Simple Habits of Insanely Productive People,Visual Studio Code Now Supports Debugging of iOS Web Apps,O deslize da Pepsi ajudou a Pizza Hut e KFC,Apple's secret strategy: Underpromise and overdeliver,World's Fastest Growing Open Source Platform Pushes Out New Release
-3662111110237135231,"Deep Learning for Chatbots, Part 2 - Implementing a Retrieval-Based Model in Tensorflow",8 things to expect from Google's biggest event of the year,An overview of web service solutions in Drupal 8,Behold.ai launches artificially intelligent medical software to find abnormalities faster,Twitter adds a button to help you train its algorithm,The AI business landscape
-3641109225708958458,Talking Payments - Article Profile - 93% of banks expect video to boost satisfaction,Cade autoriza Itaú Unibanco e Mastercard a criarem nova bandeira de cartão,Startup usa algoritmo e rede social para aprovar empréstimos | EXAME.com,JPMorgan is Quietly Developing a Private Ethereum Blockchain - CoinDesk,Banking Needs a Customer Experience Wake-Up Call,XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês
-3620251618670158123,Google makes building apps easier with Android Studio 2.0,"Fresco, sim! - Android Dev BR",Um misterioso vórtice escuro surgiu sobre Netuno,What's the Version of my Deployed Application? - DZone DevOps,Optimizing the Performance of Vector Drawables - upday devs,Firebase Test Lab for Android
-3619568065513202846,Quinzena tem a melhor venda diária do ano,Senado lança enquete para saber se você é contra ou a favor a franquia de dados para internet fixa,Este texto do Ranieri é a melhor coisa que você lerá hoje,Brazilian Government and Ericsson to innovate together for Internet of Things,Buscas on-line por carros têm expansão de 43% no 1º trimestre,"Consórcio: Venda de novas cotas cai 13,5% no 1º trimestre"
-3612149709424815327,Netshoes é grande vencedora do Prêmio BR Week 2016,Taco Bell chega ao Brasil no segundo semestre desse ano,Comprar roupas está ficando fora de moda no Reino Unido,Program your way to your next grocery delivery,Alibaba quebra recorde de vendas no Dia dos Solteiros - e-commerce,"National Coming Out Day - Wikipedia, the free encyclopedia"
-3605608255586388018,"GitHub broke my 1,000 day streak - Free Code Camp",Windows Subsystem for Linux Overview,Google buys machine learning startup Moodstock to help your phone's camera identify objects,Wide & Deep Learning: Better Together with TensorFlow,4 Blockchain Macro Trends: Where to Place Your Bets,The Joel Test: 12 Steps to Better Code
-3590865837401183812,Flipping the office telepresence model,Inside the offices of New York's biggest startups,Amazon just released a Dash button for AWS IoT,Accept questions from your audience when presenting in Google Slides,Big IT Rising,Microsoft is taking its cues from Facebook as it totally shakes up Office
-3581194288660477595,The End Of Apple Man,Why porting an iOS design to Android will not work,The Joel Test: 12 Steps to Better Code,How to Design a Walkthrough That Users Will Read,"Fresco, sim! - Android Dev BR",Android - The dark side of Jack and Jill
-3555513869558669392,Optimizing Elasticsearch Searches,Plug the Fathom Neural Compute Stick into any USB device to make it smarter,TechCrunch launches a personalized news recommendations bot on Facebook Messenger,Amazon founder: A.I.'s impact is,"Inside OpenAI, Elon Musk's Wild Plan to Set Artificial Intelligence Free",Google and Ray Kurzweil are making chatbots together
-3552937095886146934,The Netflix Tech Blog: Netflix Billing Migration to AWS,The Netflix Tech Blog: Distributed Resource Scheduling with Apache Mesos,Docker 1.12: Now with Built-in Orchestration!,Serverless Architectures,"Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways",Lessons from converting an app to 100% Kotlin - Keepsafe Engineering
-3540554289369551216,O que é capitalização?,"Google Cloud Platform adds two new regions, 10 more to come",Dicionário de Segurês,Porto Seguro compra carteira de seguros Auto da Chubb,Microsoft expands its support for Docker containers,The insurance tech equation
-3537777320523757545,Popular Internet of Things Forecast of 50 Billion Devices by 2020 Is Outdated,LOGOBR School | Behance Reviews Campinas 2016,Motion with Meaning: Semantic Animation in Interface Design,Forget the Cloud - 'The Fog' Is the Next Big Thing | Fox Business,Uso de API's no mercado de serviços financeiros,TAM recebe primeira aeronave com o design e pintura da LATAM e avança na implantação da nova marca!
-3515692979189178102,Google and Rackspace co-develop open server architecture based on new IBM POWER9 hardware,LukeW | Obvious Always Wins,CoreOS's rkt Container Engine Hits 1.0,"Facebook's New Mobile Test Framework Births Bottom Tab Bar Navigation Redesign For iOS 5, 6, & 7",Setting Up HTTP(S) Load Balancing,"Desenvolvendo Android, por onde começar? - Android Dev BR"
-3513515650250501785,Bridging the Communication Gap Between Developers and Architects - DaedTech,How We Migrated Our Backend to Spring Boot in 3 Weeks - Stormpath User Identity API,Introduction to Spring REST Docs | Baeldung,Notes on Reactive Programming Part I: The Reactive Landscape,Java vs .NET vs Python vs Ruby vs Node.JS: Who Reigns the Job Market? | Takipi Blog,Spring Boot 1.4 released
-3513353119850106583,Google e GFT firmam parceria para testes com foco em blockchain - Startupi,Are you a bitcoin denialist? - Chris Skinner's blog,Blockchain startup R3 cuts fund-raising target to $150 million: source,Microsoft and Bank of America Merrill Lynch Collaborate to Transform Trade Finance Transacting With Azure Blockchain as a Service,"Elopar lança o ""Digio"", cartão para brigar com Nubank",Itaú é pioneiro do blockchain
-3499919498720038879,Hiri wants to fix the workplace email problem,O RH chega ao board,2016 will be the year of conversational commerce - Chris Messina,Understanding the Twitter topic Tracker,Terms Aggregation in Elastic Search,Task management app Asana raises $50M at a $600M valuation led by YC's Sam Altman
-3487500907059331343,"macOS Sierra software update for Mac rolling out now, here's everything new","Apple Releases iOS 10 With Redesigned Lock Screen, New Messages Features, Third-Party Siri, and More",Why a ceramic iPhone 8 might be be the ultimate iPhone | Cult of Mac,Alecrim/AlecrimCoreData,How Apple Keyboards Lost a Logo and Windows PCs Gained One,Apple Releases First Preview of Swift 3.0 for Developers
-3482581255202910790,Microservices - When to React Vs. Orchestrate - Capital One DevExchange,Microservices testing,Introduction to Spring REST Docs | Baeldung,Communication patterns in a Microservice world,Bridging the Communication Gap Between Developers and Architects - DaedTech,"What do you mean by ""Event-Driven""?"
-3469502952547705884,AEM 6.1 Package Manager Metadata Files,Workspace Filter,Adobe CQ/Adobe AEM,Configuring OSGi,Live Event: Unveiling the GitLab Master Plan,How to Install and Use the Linux Bash Shell on Windows 10
-3468529816757552062,Setting up an Android ContentProvider with a join,Final Developer Preview before Android 7.0 Nougat begins rolling out | Android Developers Blog,"What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog",Migrating from Parse to Bluemix,O que o GitHub tem a nos dizer sobre os estereótipos entre programadores | Tecnoblog,Introducing the Google Analytics Demo Account for Learning
-3462051751080362224,Support your Gmail users more easily with revamped bounce messages and message headers,Add images to questions and answers in Google Forms,Google Maps agora mostra se local tem entrada com acessibilidade | Google Discovery,App do YouTube ganha sistema de bate-papo privado | Google Discovery,"Projeto Ara, o smartphone modular do Google, pode chegar ao mercado em 2017 | Google Discovery",Fuchsia: Google está construindo um novo sistema operacional sem estrutura do Linux | Google Discovery
-3460883803089049921,Marketing Technology Landscape Supergraphic (2016) - Chief Marketing Technologist,"thinkseg traz o seguro ""pague conforme você usa"" para taxistas",Cafeteria compra item de Pokémon Go para aumentar movimento - e funciona,77 Startups Powering The Future Of Farming And Agribusiness,Accenture and Adboe team on customer enegagement,Primeiro chatbot do varejo brasileiro no Facebook Messenger já está funcionando - Startupi
-3450690190989108770,Why AI consolidation will create the worst monopoly in US history,Google's Tensor Processing Unit explained: this is what the future of computing looks like,Asus ready to take bite of 'Pi' market with Tinker micro PC,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Artificial Intelligence Software Is Booming. But Why Now?,Put a ring on it: three smart rings with plenty of beauty and brains
-3428996085514172371,Facebook at Work pushed to 'later this year',2016 will be the year of conversational commerce - Chris Messina,Why Steve Jobs Was Proud to Steal Ideas,Aggregations,Hiri wants to fix the workplace email problem,Introducing JQL: A Query Language for Analytics
-3417523159811412977,Desenvolvimento Efetivo na Plataforma Microsoft: o livro.,Adulterated Objective-C,Announcing .NET Core 1.0,Microsoft and HackerRank bring executable code snippets to Bing's search results pages,Setting Up SSL proxy for Google Cloud Load Balancing,"Cheap, Rugged Sweat-Sensing Skin Patch Hints at Bloodless Testing"
-3410781775610270991,Deep Learning Demystified,An MIT Algorithm Predicts the Future by Watching TV,A Beginner's Guide To Understanding Convolutional Neural Networks,Artificial intelligence is changing SEO faster than you think,MOBILE TIME - Chatbots vão diminuir a força de Apple e Google,The Absolute Best Coffee in New York
-3405516291669853723,TEDxSãoPaulo,Game Of Thrones e suas lições de liderança | Endeavor Brasil,O seu conteúdo está preparado para as duas internets?,MOBILE TIME - Chatbots vão diminuir a força de Apple e Google,How We Lost 47% of Our Users After a Redesign | Icons8,Apple Releases First Preview of Swift 3.0 for Developers
-3400154175330058574,Skill swarms - a new way to share expertise and work smarter together - Skillhive,Skully officially admits it's over,Unilever Buys Dollar Shave Club for $1 Billion,A step-by-step guide to agile growth experiments,"Need Some AI? Yeah, There's a Marketplace for That",The barbell effect of machine learning.
